Ensembl.RM.ID,Ensembl.HS.ID,HS.SYMBOL.ID,logFC.W0D1.Prot.Subq,logFC.W0D3.Prot.Subq,logFC.W0D7.Prot.Subq,logFC.W18D0.Prot.Subq,logFC.W18D1.Prot.Subq,logFC.W18D3.Prot.Subq,logFC.W18D7.Prot.Subq,logFC.W88D0.Prot.Subq,logFC.W0D1.Unpr.Subq,logFC.W0D3.Unpr.Subq,logFC.W0D7.Unpr.Subq,logFC.W18D0.Unpr.Subq,logFC.W18D1.Unpr.Subq,logFC.W18D3.Unpr.Subq,logFC.W18D7.Unpr.Subq,logFC.W88D0.Unpr.Subq,logFC.W0D1.Prot.Oral,logFC.W0D3.Prot.Oral,logFC.W0D7.Prot.Oral,logFC.W18D0.Prot.Oral,logFC.W18D1.Prot.Oral,logFC.W18D3.Prot.Oral,logFC.W18D7.Prot.Oral,logFC.W88D0.Prot.Oral,logFC.W0D1.Unpr.Oral,logFC.W0D3.Unpr.Oral,logFC.W0D7.Unpr.Oral,logFC.W18D0.Unpr.Oral,logFC.W18D1.Unpr.Oral,logFC.W18D3.Unpr.Oral,logFC.W18D7.Unpr.Oral,logFC.W88D0.Unpr.Oral,Pval.W0D1.Prot.Subq,Pval.W0D3.Prot.Subq,Pval.W0D7.Prot.Subq,Pval.W18D0.Prot.Subq,Pval.W18D1.Prot.Subq,Pval.W18D3.Prot.Subq,Pval.W18D7.Prot.Subq,Pval.W88D0.Prot.Subq,Pval.W0D1.Unpr.Subq,Pval.W0D3.Unpr.Subq,Pval.W0D7.Unpr.Subq,Pval.W18D0.Unpr.Subq,Pval.W18D1.Unpr.Subq,Pval.W18D3.Unpr.Subq,Pval.W18D7.Unpr.Subq,Pval.W88D0.Unpr.Subq,Pval.W0D1.Prot.Oral,Pval.W0D3.Prot.Oral,Pval.W0D7.Prot.Oral,Pval.W18D0.Prot.Oral,Pval.W18D1.Prot.Oral,Pval.W18D3.Prot.Oral,Pval.W18D7.Prot.Oral,Pval.W88D0.Prot.Oral,Pval.W0D1.Unpr.Oral,Pval.W0D3.Unpr.Oral,Pval.W0D7.Unpr.Oral,Pval.W18D0.Unpr.Oral,Pval.W18D1.Unpr.Oral,Pval.W18D3.Unpr.Oral,Pval.W18D7.Unpr.Oral,Pval.W88D0.Unpr.Oral,adjPval.W0D1.Prot.Subq,adjPval.W0D3.Prot.Subq,adjPval.W0D7.Prot.Subq,adjPval.W18D0.Prot.Subq,adjPval.W18D1.Prot.Subq,adjPval.W18D3.Prot.Subq,adjPval.W18D7.Prot.Subq,adjPval.W88D0.Prot.Subq,adjPval.W0D1.Unpr.Subq,adjPval.W0D3.Unpr.Subq,adjPval.W0D7.Unpr.Subq,adjPval.W18D0.Unpr.Subq,adjPval.W18D1.Unpr.Subq,adjPval.W18D3.Unpr.Subq,adjPval.W18D7.Unpr.Subq,adjPval.W88D0.Unpr.Subq,adjPval.W0D1.Prot.Oral,adjPval.W0D3.Prot.Oral,adjPval.W0D7.Prot.Oral,adjPval.W18D0.Prot.Oral,adjPval.W18D1.Prot.Oral,adjPval.W18D3.Prot.Oral,adjPval.W18D7.Prot.Oral,adjPval.W88D0.Prot.Oral,adjPval.W0D1.Unpr.Oral,adjPval.W0D3.Unpr.Oral,adjPval.W0D7.Unpr.Oral,adjPval.W18D0.Unpr.Oral,adjPval.W18D1.Unpr.Oral,adjPval.W18D3.Unpr.Oral,adjPval.W18D7.Unpr.Oral,adjPval.W88D0.Unpr.Oral
ENSMMUG00000013261,ENSG00000101290,CDS2,0.1268,0.1566,-0.1134,0.4958,0.112,0.302,0.1339,0.5604,0.1002,-0.1774,-0.2491,0.2318,0.08952,0.07027,0.004503,0.08328,0.6889,0.3253,-0.3072,0.2733,0.2077,0.08547,0.138,0.1397,0.01459,-0.3131,-0.9168,-0.2659,-0.1897,-0.6678,-0.6228,-0.4696,0.4249,0.3638,0.4758,0.002007,0.4965,0.05792,0.4176,0.001499,0.5898,0.2911,0.1839,0.1681,0.6561,0.6753,0.9809,0.6548,2.37e-06,0.01857,0.0269,0.05508,0.131,0.5635,0.3147,0.3458,0.9343,0.06344,1.896e-07,0.134,0.2595,0.0001021,0.0002744,0.02697,0.5448,0.4688,0.6779,0.02117,0.8589,0.1007,0.7427,0.009766,0.7597,0.7032,0.6936,0.4609,0.9019,0.7812,0.9899,0.9183,1.808e-05,0.02837,0.07376,0.1387,0.2559,0.7506,0.3863,0.504,0.9529,0.1096,1.249e-05,0.2857,0.7081,0.002903,0.003731,0.1964
ENSMMUG00000013265,ENSG00000131626,PPFIA1,0.2551,0.3544,0.005403,0.181,-0.1439,0.3212,-0.1505,0.5052,0.2943,-0.07493,-0.0007237,0.096,-0.04178,0.2881,-0.1506,0.5077,0.7976,0.5935,0.1802,0.3337,0.2071,0.07084,0.3442,0.4893,0.435,0.1657,-0.1652,-0.08125,-0.3332,-0.3873,-0.05589,0.004485,0.06504,0.01964,0.969,0.1937,0.3247,0.02111,0.3083,0.0008577,0.07242,0.6114,0.9965,0.5183,0.8165,0.05178,0.3645,0.002067,9.299e-10,1.307e-06,0.1409,0.008668,0.08908,0.5965,0.005018,0.0002513,0.005645,0.2652,0.2753,0.6091,0.02998,0.01213,0.7079,0.9809,0.1433,0.05722,0.983,0.3039,0.7714,0.04523,0.6609,0.006664,0.2431,0.8605,0.9994,0.7317,0.9539,0.1404,0.5637,0.04876,3.156e-08,7.271e-06,0.2448,0.04045,0.1992,0.7719,0.01202,0.002845,0.02277,0.35,0.4608,0.7488,0.342,0.07104,0.8225,0.9935
ENSMMUG00000013334,ENSG00000103540,CCP110,0.6653,1,0.6194,0.7015,-0.3443,0.9809,-0.1105,1.003,0.4243,-0.1013,-0.1018,0.5672,-0.3733,0.591,-0.5213,0.3382,1.132,1.385,0.753,0.6566,0.6281,0.4152,1.031,0.6377,0.9785,1.08,0.226,0.3029,0.1462,-0.08007,0.4496,0.3617,0.005586,0.0001637,0.0115,0.003582,0.2029,4.965e-05,0.6795,0.0001459,0.1369,0.6938,0.7261,0.0294,0.2735,0.02033,0.08455,0.229,4.18e-07,2.083e-10,0.0007063,0.004304,0.004448,0.09119,3.019e-06,0.008519,0.000484,5.12e-05,0.4126,0.3059,0.6031,0.7789,0.09558,0.2829,0.03372,0.004307,0.09441,0.0272,0.6745,0.00116,0.8904,0.002119,0.3455,0.8976,0.9439,0.2722,0.6884,0.08008,0.2598,0.6478,4.316e-06,1.372e-08,0.006095,0.0265,0.0399,0.3155,0.0001347,0.03728,0.005096,0.000461,0.5926,0.4868,0.8853,0.8852,0.2207,0.6129
ENSMMUG00000013338,ENSG00000103544,VPS35L,-0.2364,-0.4307,-0.3595,-0.161,0.283,-0.2322,0.1721,-0.3904,-0.2553,0.06133,-0.04782,-0.101,0.3664,-0.07042,0.2888,-0.09798,-0.329,-0.4468,-0.1445,-0.4653,-0.2859,-0.2752,-0.4122,-0.4606,-0.09812,-0.1855,0.002254,-0.3078,-0.1688,0.05448,-0.1478,-0.04424,0.04479,0.0008951,0.002461,0.17,0.01977,0.04892,0.1542,0.002791,0.07245,0.6287,0.7373,0.431,0.01499,0.5789,0.03861,0.4933,0.002137,1.846e-05,0.1555,2.082e-05,0.005397,0.01319,8.299e-05,5.233e-05,0.4624,0.144,0.9857,0.02382,0.1859,0.6667,0.2438,0.7845,0.1122,0.008223,0.05528,0.2759,0.2224,0.0878,0.4922,0.01487,0.2431,0.8688,0.9464,0.6729,0.2047,0.7078,0.186,0.8506,0.005225,6.483e-05,0.264,0.001733,0.04372,0.1651,0.000669,0.0008414,0.5641,0.2133,0.9936,0.09651,0.651,0.8171,0.4165,0.9234
ENSMMUG00000013395,NA,NA,-0.3436,-0.3745,-0.06891,-0.3942,-0.1606,-0.4072,-0.1328,-0.7273,-0.3528,0.0329,0.0009426,-0.2272,-0.09113,-0.4393,-0.0563,-0.4328,-0.6383,-0.5899,-0.07837,-0.2139,-0.1726,-0.02364,-0.3296,-0.1677,-0.3114,-0.2901,0.206,0.0824,0.2139,0.2652,0.05758,-0.2856,0.006015,0.005816,0.5721,0.001814,0.2147,0.00141,0.2984,3.593e-07,0.01681,0.7998,0.9948,0.09028,0.5654,0.00109,0.6967,0.004614,1.126e-07,2.056e-07,0.4667,0.05903,0.1094,0.8388,0.002887,0.1626,0.03367,0.03575,0.1253,0.5644,0.1162,0.04904,0.6692,0.09809,0.03508,0.02501,0.7484,0.02044,0.6863,0.006854,0.6525,3.09e-05,0.118,0.9361,0.9992,0.3824,0.8676,0.0155,0.821,0.08053,1.469e-06,1.67e-06,0.5902,0.1452,0.2269,0.9189,0.007804,0.2987,0.0792,0.06863,0.2762,0.716,0.5714,0.1813,0.7952,0.3714
ENSMMUG00000013440,ENSG00000168090,COPS6,-0.3735,-0.4534,-0.277,-0.3219,-0.09206,-0.4418,0.03583,-0.6642,-0.3991,0.1023,-0.03662,-0.295,0.06868,-0.3785,0.2599,-0.2519,-0.6799,-0.6606,-0.2575,-0.4862,-0.3783,-0.2733,-0.4921,-0.5098,-0.4033,-0.311,0.04877,-0.1004,0.04629,0.168,-0.0409,-0.05821,0.003359,0.001126,0.02857,0.01114,0.4805,0.0005551,0.7832,2.829e-06,0.007815,0.4445,0.8046,0.02839,0.6665,0.005043,0.08237,0.09153,9.35e-09,8.021e-09,0.01897,2.601e-05,0.0006595,0.02092,1.156e-05,2.384e-05,0.004711,0.02086,0.7152,0.4767,0.729,0.2089,0.7604,0.7278,0.02645,0.009383,0.1453,0.04735,0.8534,0.004084,0.9309,0.0001402,0.08103,0.7869,0.9625,0.2707,0.9054,0.03627,0.2574,0.4374,1.944e-07,1.61e-07,0.05721,0.001893,0.0164,0.1881,0.0002418,0.0004534,0.0201,0.0443,0.8278,0.6446,0.9279,0.4425,0.8562,0.9001
ENSMMUG00000013442,ENSG00000166508,MCM7,-0.3442,-0.364,-0.1172,-0.1743,0.04273,-0.1782,0.3273,-0.4904,-0.4087,0.2286,0.1081,-0.196,0.1094,0.004593,0.523,-0.1188,-0.5993,-0.6068,-0.1462,-0.3098,-0.287,-0.163,-0.4381,-0.3212,-0.2666,-0.3407,0.208,-0.1486,0.02516,0.2191,0.07578,0.08798,0.009735,0.01145,0.3722,0.1869,0.7542,0.1767,0.01644,0.0008413,0.009689,0.1012,0.4847,0.1639,0.5113,0.9736,0.0007949,0.4476,1.164e-06,2.983e-07,0.1978,0.009413,0.01225,0.1837,0.0001687,0.01004,0.07249,0.01584,0.1353,0.3156,0.8571,0.1165,0.5868,0.616,0.0453,0.03932,0.5921,0.2958,0.9486,0.2504,0.1566,0.006587,0.09057,0.5454,0.8657,0.4563,0.8453,0.9839,0.03793,0.8255,1.015e-05,2.243e-06,0.3146,0.04273,0.0634,0.4221,0.001018,0.04158,0.1384,0.0352,0.2906,0.4973,0.966,0.3112,0.7363,0.8487
ENSMMUG00000013447,ENSG00000221838,AP4M1,-0.3612,-0.3863,-0.1796,-0.274,-0.1163,-0.444,-0.2264,-0.4676,-0.1611,0.3013,0.2073,-0.06528,0.1843,-0.2113,0.2427,-0.05016,-0.4686,-0.5427,-0.2769,-0.2037,-0.2011,-0.1682,-0.572,-0.4597,-0.3481,-0.3594,-0.09289,-0.3218,-0.07311,-0.09831,-0.2593,-0.3379,0.007876,0.008717,0.1806,0.04335,0.4067,0.001298,0.1081,0.001804,0.3174,0.03746,0.2016,0.6562,0.2887,0.1501,0.1292,0.7579,0.0001965,6.921e-06,0.01925,0.09691,0.08489,0.1863,3.088e-06,0.0005021,0.02568,0.01493,0.5231,0.03822,0.6165,0.4989,0.07784,0.07194,0.04028,0.03275,0.3878,0.1053,0.8235,0.006553,0.4222,0.01104,0.5441,0.4399,0.7127,0.8191,0.7021,0.2805,0.3214,0.9484,0.0007022,2.875e-05,0.05782,0.2057,0.193,0.4246,0.0001368,0.004779,0.0651,0.03362,0.685,0.1283,0.8901,0.7065,0.1917,0.3222
ENSMMUG00000013450,ENSG00000106290,TAF6,-0.3216,-0.4713,-0.2173,-0.3665,-0.06752,-0.4777,-0.03917,-0.3977,-0.1358,0.2571,0.2001,-0.154,-0.0375,-0.2606,0.4297,0.0473,-0.4188,-0.6004,-0.3165,-0.2544,-0.1958,-0.1414,-0.5628,-0.2762,-0.3488,-0.4857,-0.0527,-0.2511,0.001999,0.03945,-0.155,-0.1274,0.02822,0.003318,0.1356,0.01331,0.6562,0.001451,0.794,0.01373,0.4316,0.09631,0.2464,0.327,0.8392,0.09664,0.01235,0.7842,0.001787,4.36e-06,0.0129,0.05436,0.1205,0.2998,1.738e-05,0.04568,0.03589,0.002336,0.7357,0.1314,0.9898,0.7998,0.3236,0.5167,0.08383,0.01754,0.3307,0.05224,0.9174,0.006965,0.9353,0.04385,0.6409,0.5386,0.7437,0.5983,0.9605,0.2103,0.1174,0.9568,0.0045,1.962e-05,0.04345,0.1375,0.2419,0.5368,0.0002913,0.1219,0.08276,0.007825,0.8426,0.282,0.9973,0.8965,0.5031,0.7913
ENSMMUG00000013460,ENSG00000166128,RAB8B,0.9607,1.034,0.5479,0.7801,0.3095,1.059,0.2871,0.9603,0.7022,-0.3011,-0.1811,0.5316,0.02911,0.6777,-0.4929,0.1718,1.164,1.308,0.5717,0.79,0.6511,0.447,0.8873,0.5431,0.8784,0.7878,-0.135,0.3763,0.08426,-0.3191,0.2512,-0.08514,0.0002326,0.0003464,0.03922,0.002849,0.2652,5.369e-05,0.3066,0.0008906,0.02282,0.2846,0.5653,0.05878,0.9334,0.01465,0.1229,0.5767,9.456e-07,1.765e-08,0.01315,0.0008464,0.004433,0.07596,0.0001136,0.03055,0.0028,0.004711,0.6355,0.2054,0.7671,0.2707,0.369,0.8102,0.007127,0.005559,0.1691,0.02446,0.7346,0.001198,0.659,0.006846,0.1363,0.7023,0.8952,0.3299,0.9856,0.06692,0.3135,0.8897,8.496e-06,2.789e-07,0.04394,0.01085,0.03989,0.2942,0.0007968,0.09147,0.01426,0.01358,0.7713,0.3773,0.9404,0.5103,0.5482,0.9338
ENSMMUG00000013466,ENSG00000155158,TTC39B,1.013,1.258,0.932,0.5914,0.3017,1.304,0.5435,1.013,0.9187,-0.2113,0.4194,0.528,0.1888,1.052,-0.2828,0.2862,1.237,1.614,0.8311,1.062,0.8135,0.8222,1.366,1.005,1.184,1.212,0.8578,0.5443,0.5364,0.03559,0.6079,0.6382,0.001164,0.0003658,0.00344,0.06693,0.3829,3.022e-05,0.1186,0.003419,0.01371,0.5338,0.2512,0.129,0.6636,0.001369,0.4654,0.4338,6.755e-05,5.822e-08,0.006649,0.0008245,0.007779,0.01553,8.465e-06,0.002483,0.002285,0.00099,0.0251,0.1785,0.1694,0.9282,0.1032,0.1555,0.01562,0.005638,0.0615,0.1419,0.8071,0.000939,0.4386,0.01694,0.1064,0.8302,0.7472,0.4212,0.9048,0.01728,0.6482,0.8162,0.0002919,6.617e-07,0.02744,0.0107,0.05103,0.1741,0.0002118,0.01545,0.01275,0.004005,0.09203,0.3451,0.6323,0.9651,0.2321,0.4646
ENSMMUG00000013483,ENSG00000085377,PREP,-0.2906,-0.4011,-0.2835,-0.04283,0.187,-0.0276,0.2672,-0.351,-0.3345,0.09995,-0.02045,-0.002679,0.3373,0.07143,0.3242,-0.06894,-0.4168,-0.4306,0.1864,-0.3482,-0.1966,-0.128,-0.1578,-0.2059,-0.01194,-0.02517,0.417,-0.006828,0.1742,0.3652,0.2844,0.07573,0.02381,0.004047,0.02659,0.7347,0.1517,0.8267,0.03941,0.01271,0.02767,0.4554,0.8917,0.9842,0.03329,0.5921,0.02709,0.6484,0.0003171,9.23e-05,0.08166,0.002368,0.0684,0.2694,0.1445,0.08298,0.9335,0.8525,0.001959,0.9623,0.2003,0.007073,0.03481,0.6573,0.07624,0.0201,0.14,0.8075,0.6042,0.8679,0.2528,0.04156,0.1501,0.7949,0.982,0.9941,0.3013,0.7185,0.1591,0.9167,0.001049,0.0002543,0.1648,0.01855,0.1683,0.507,0.1982,0.1861,0.9523,0.8872,0.01339,0.9795,0.662,0.04877,0.1127,0.8684
ENSMMUG00000013500,ENSG00000116857,TMEM9,-0.2565,-0.25,-0.06263,-0.4233,-0.1005,-0.5011,-0.2095,-0.4751,-0.1995,0.2687,0.1214,-0.1897,-0.193,-0.2792,0.05347,-0.1847,-0.361,-0.4001,0.02787,-0.1603,-0.1832,-0.08984,-0.355,-0.1418,-0.152,-0.1265,0.3757,0.1319,0.1885,0.2381,0.1784,-0.2655,0.0491,0.07562,0.6268,0.00143,0.4598,0.0001849,0.1236,0.001063,0.2002,0.05342,0.4345,0.1831,0.2532,0.0501,0.729,0.2411,0.002772,0.0005109,0.805,0.1762,0.1062,0.4652,0.002102,0.2544,0.3086,0.3712,0.007665,0.3784,0.1839,0.09163,0.2042,0.1339,0.1187,0.1473,0.7884,0.01886,0.8449,0.002324,0.4458,0.007736,0.4219,0.4812,0.8468,0.4737,0.6706,0.1376,0.842,0.6601,0.00654,0.001137,0.8669,0.3148,0.2227,0.6769,0.006116,0.4071,0.4138,0.4609,0.03821,0.5595,0.6504,0.2693,0.3696,0.4333
ENSMMUG00000013520,ENSG00000134644,PUM1,0.43,0.4633,0.2163,0.4229,0.02831,0.5966,0.169,0.5129,0.4344,-0.05337,-0.02151,0.3308,0.1485,0.4667,-0.1826,0.3634,0.9026,0.7028,0.2504,0.2541,0.1787,0.1995,0.4458,0.3101,0.7094,0.4173,-0.11,-0.04407,-0.145,-0.3676,-0.07807,-0.003296,0.002605,0.002863,0.1274,0.003086,0.8477,3.573e-05,0.2524,0.001097,0.009461,0.7219,0.8974,0.02838,0.4121,0.002043,0.2745,0.02968,1.987e-11,4.021e-08,0.04173,0.04587,0.1456,0.1331,0.0003396,0.0198,1.249e-05,0.005772,0.4642,0.7808,0.336,0.01542,0.6029,0.986,0.02339,0.01607,0.3196,0.02543,0.9698,0.00101,0.6099,0.007857,0.08937,0.907,0.9832,0.2707,0.7858,0.02159,0.4836,0.2437,1.862e-09,5.023e-07,0.1009,0.1227,0.2747,0.3674,0.001631,0.06746,0.0006053,0.01582,0.6354,0.8647,0.7576,0.08436,0.7482,0.995
ENSMMUG00000013540,ENSG00000108961,RANGRF,-0.5981,-0.4418,-0.1999,-0.4248,-0.2732,-0.7305,-0.1881,-0.7329,-0.3875,0.1833,0.02542,-0.2856,-0.2145,-0.4975,0.09777,-0.4556,-0.7903,-0.7844,-0.2668,-0.2954,-0.3474,-0.1203,-0.4817,-0.4029,-0.387,-0.3701,0.2666,0.04816,0.06217,0.3055,0.1163,-0.1494,2.38e-05,0.003203,0.1397,0.002425,0.05898,5.793e-07,0.1826,3.928e-06,0.02227,0.2133,0.8771,0.0621,0.2326,0.001327,0.5494,0.008716,1.899e-08,2.457e-09,0.0295,0.02181,0.004826,0.3619,0.0001369,0.00379,0.02077,0.01915,0.07872,0.7658,0.6865,0.04358,0.445,0.4451,0.001822,0.0172,0.3368,0.02262,0.4021,9.048e-05,0.5289,0.0001759,0.1344,0.6589,0.9794,0.3374,0.6528,0.01707,0.7152,0.1194,3.377e-07,6.85e-08,0.07887,0.07419,0.04152,0.5933,0.0008919,0.02092,0.05596,0.04126,0.2024,0.8553,0.914,0.1668,0.6178,0.7452
ENSMMUG00000013553,ENSG00000172795,DCP2,0.6353,0.7249,0.3296,0.6166,-0.01909,0.6737,0.158,0.7359,0.4968,-0.2089,-0.1597,0.3842,-0.0007832,0.3719,-0.3066,-0.0007851,1.115,0.9501,0.1506,0.5085,0.4484,0.2302,0.6334,0.2787,0.6358,0.3775,-0.3805,0.2044,-0.001334,-0.4506,-0.05337,-0.2237,0.002343,0.001599,0.1211,0.003309,0.9322,0.001352,0.4807,0.001549,0.04454,0.3527,0.5301,0.08901,0.9978,0.09434,0.2296,0.9975,7.519e-09,2.853e-07,0.4204,0.007639,0.01471,0.257,0.0006283,0.169,0.006331,0.08697,0.09735,0.3877,0.9953,0.05166,0.8108,0.4366,0.02212,0.0114,0.3109,0.02626,0.9875,0.006726,0.7841,0.009969,0.1893,0.7361,0.8839,0.3802,0.9993,0.2073,0.439,0.9989,1.659e-07,2.162e-06,0.5484,0.03744,0.06984,0.4957,0.00251,0.3069,0.02435,0.1415,0.2346,0.5679,0.9986,0.1876,0.889,0.7389
ENSMMUG00000013558,ENSG00000179950,PUF60,-0.3675,-0.423,-0.127,-0.4809,-0.04861,-0.5488,-0.06602,-0.4044,-0.2555,0.2825,0.2411,-0.2371,-0.08165,-0.3416,0.3823,-0.007936,-0.6364,-0.6925,-0.3342,-0.3514,-0.3248,-0.2326,-0.5498,-0.2028,-0.4682,-0.486,0.02683,-0.2643,-0.01218,0.09638,-0.09119,-0.05818,0.01926,0.01406,0.4194,0.002234,0.7636,0.0005061,0.6858,0.01839,0.1664,0.09272,0.1937,0.1522,0.6808,0.04014,0.04167,0.9654,9.259e-06,8.579e-07,0.01495,0.01301,0.01848,0.1138,7.539e-05,0.1656,0.007746,0.003589,0.8716,0.1308,0.9413,0.5616,0.5835,0.7783,0.06702,0.04539,0.6344,0.02189,0.9507,0.003877,0.8943,0.05386,0.3811,0.5319,0.7085,0.4448,0.9102,0.1202,0.192,0.9906,5.634e-05,5.19e-06,0.04812,0.05266,0.07893,0.3445,0.0006343,0.3024,0.02813,0.01098,0.9316,0.2811,0.9871,0.7522,0.7335,0.9216
ENSMMUG00000013595,ENSG00000046647,GEMIN8,-0.2568,-0.3831,-0.04986,-0.2126,-0.01411,-0.2785,0.05932,-0.2961,-0.2638,0.07033,0.01996,-0.1844,-0.007389,-0.2142,0.2242,-0.007231,-0.5549,-0.4598,-0.1453,-0.3222,-0.1904,-0.1853,-0.3861,-0.1954,-0.2433,-0.1727,0.216,-0.04421,0.08566,0.1775,-0.03612,0.192,0.02392,0.002092,0.656,0.06222,0.9043,0.01526,0.6119,0.0176,0.053,0.5625,0.8828,0.1359,0.9596,0.08097,0.09197,0.9575,3.187e-07,5.882e-06,0.1395,0.00204,0.05251,0.08268,0.0001436,0.0705,0.06359,0.1613,0.07664,0.735,0.4857,0.1473,0.7681,0.2107,0.07647,0.01346,0.8091,0.1348,0.9828,0.03524,0.8598,0.05226,0.2052,0.8417,0.9806,0.4279,0.9912,0.1871,0.2707,0.9897,3.437e-06,2.511e-05,0.2434,0.01707,0.1431,0.3036,0.000916,0.1653,0.1257,0.2341,0.199,0.8351,0.8374,0.3603,0.8618,0.5351
ENSMMUG00000013625,ENSG00000068650,ATP11A,0.5924,0.4754,0.09021,0.3856,0.04077,0.331,-0.07772,0.9407,0.8146,-0.3091,-0.2058,0.1719,0.1958,0.122,-0.03529,0.2225,1.59,0.9574,-0.1518,0.6463,0.5986,0.1978,0.5165,0.5962,0.5208,-0.2033,-0.8707,-0.359,-0.1715,-0.832,-0.5271,-0.3732,0.01558,0.0798,0.7198,0.1223,0.8756,0.1854,0.7691,0.0006073,0.005313,0.2506,0.4953,0.5242,0.5483,0.6485,0.9055,0.4446,1.979e-11,2.045e-05,0.5143,0.006032,0.007785,0.4296,0.02342,0.01531,0.06007,0.4505,0.002399,0.2154,0.5326,0.003454,0.05623,0.2861,0.05956,0.1531,0.8507,0.2175,0.9775,0.2603,0.9255,0.005312,0.0699,0.6818,0.8697,0.7353,0.8595,0.7603,0.9494,0.824,1.862e-09,7.048e-05,0.6319,0.03243,0.05105,0.6476,0.04206,0.05615,0.1205,0.5383,0.01565,0.3895,0.8548,0.02961,0.155,0.6159
ENSMMUG00000013635,ENSG00000073464,CLCN4,0.8183,0.5885,0.1435,0.04077,0.6966,0.6274,-0.09269,0.3467,0.8421,-0.04192,0.04318,0.07772,0.4834,0.459,-0.4794,0.08657,0.8966,0.8748,0.291,0.3841,0.4275,0.04293,0.3295,0.1131,0.3416,0.3128,-0.2269,-0.5423,-0.358,-0.6218,-0.3533,-0.4244,2.303e-05,0.00642,0.4756,0.8405,0.0006633,0.001472,0.6744,0.1116,0.0005026,0.8499,0.8632,0.7378,0.06915,0.03642,0.06957,0.7269,3.722e-06,2.145e-06,0.1319,0.05883,0.02497,0.845,0.08961,0.6009,0.1458,0.1584,0.3335,0.03417,0.1316,0.01182,0.13,0.1526,0.001787,0.02672,0.6777,0.8891,0.02063,0.007035,0.8884,0.2024,0.02375,0.955,0.9769,0.8655,0.4181,0.1135,0.2379,0.9393,2.655e-05,1.088e-05,0.2338,0.1449,0.09249,0.9225,0.1317,0.7275,0.234,0.2308,0.521,0.1194,0.5916,0.0697,0.2714,0.4612
ENSMMUG00000013643,ENSG00000033030,ZCCHC8,0.3969,0.3924,0.1251,0.5566,0.1273,0.4655,0.2179,0.7458,0.221,-0.0502,-0.1323,0.2643,0.2416,0.1521,0.01257,0.2677,0.6616,0.4016,-0.05485,0.3157,0.2226,0.1457,0.283,0.2044,0.2346,-0.04718,-0.5795,-0.1605,-0.2224,-0.5957,-0.4472,0.05442,0.01112,0.02037,0.4258,0.0004061,0.4345,0.003091,0.1846,1.793e-05,0.2248,0.7592,0.4756,0.108,0.2292,0.352,0.9454,0.1403,2.707e-06,0.002735,0.6878,0.0237,0.0968,0.3234,0.037,0.1621,0.1685,0.7707,0.0005892,0.3516,0.1767,0.0004169,0.006709,0.7917,0.04923,0.05874,0.6396,0.01172,0.8352,0.01114,0.5305,0.0005092,0.4507,0.9224,0.8625,0.4027,0.6509,0.5007,0.9718,0.5357,2.018e-05,0.005028,0.777,0.07846,0.2099,0.5589,0.06194,0.2981,0.2611,0.8202,0.005251,0.533,0.6414,0.007215,0.03746,0.9256
ENSMMUG00000013695,ENSG00000196968,FUT11,0.2985,0.4391,0.1558,0.3556,0.2363,0.4774,0.1594,0.4077,0.5494,0.00821,0.09775,0.4309,0.3065,0.6161,0.203,0.1305,0.569,0.5693,0.3122,0.3387,0.342,0.2456,0.352,-0.09273,0.3998,0.2594,-0.01825,-0.0205,0.1179,0.01252,0.08678,-0.1907,0.02167,0.002178,0.2365,0.006592,0.08512,0.0002705,0.2477,0.004784,0.000451,0.9531,0.5359,0.002449,0.07273,1.279e-05,0.1926,0.4045,1.597e-06,5.58e-07,0.006212,0.004274,0.002502,0.04691,0.002068,0.4701,0.007434,0.06691,0.8995,0.8941,0.417,0.9314,0.5431,0.3052,0.07184,0.01377,0.4553,0.03637,0.4857,0.002802,0.6043,0.02113,0.02225,0.9886,0.8844,0.1226,0.4288,0.001217,0.3975,0.7983,1.322e-05,3.659e-06,0.02616,0.02642,0.0304,0.2457,0.006048,0.6208,0.0273,0.1144,0.9472,0.9383,0.8044,0.9662,0.7014,0.632
ENSMMUG00000013710,ENSG00000101544,ADNP2,0.2249,0.3925,0.2135,0.1383,-0.0591,0.2718,-0.006474,0.551,0.2099,0.01145,0.2206,0.2981,-0.052,0.3811,-0.302,0.1897,0.5703,0.5993,0.4701,0.2342,0.1148,0.1969,0.4537,0.2847,0.3305,0.09852,0.05417,-0.3404,-0.265,-0.4061,-0.1345,0.1187,0.08153,0.005443,0.09972,0.2882,0.6716,0.03637,0.963,0.0001168,0.1738,0.9338,0.155,0.03534,0.7639,0.00606,0.05647,0.214,2.164e-06,2.109e-07,5.518e-05,0.05553,0.3236,0.1245,0.0001128,0.02662,0.0261,0.4833,0.7051,0.03144,0.07769,0.007073,0.3468,0.5143,0.1671,0.02406,0.279,0.4076,0.9216,0.06931,0.9886,0.001812,0.3903,0.9824,0.6618,0.2872,0.9376,0.03993,0.2176,0.6311,1.691e-05,1.703e-06,0.001022,0.1395,0.4724,0.357,0.0007944,0.08297,0.06573,0.5687,0.8206,0.1135,0.4949,0.04877,0.5269,0.7898
