Ensembl.RM.ID,Ensembl.HS.ID,HS.SYMBOL.ID,logFC.W0D1.Prot.Subq,logFC.W0D3.Prot.Subq,logFC.W0D7.Prot.Subq,logFC.W18D0.Prot.Subq,logFC.W18D1.Prot.Subq,logFC.W18D3.Prot.Subq,logFC.W18D7.Prot.Subq,logFC.W88D0.Prot.Subq,logFC.W0D1.Unpr.Subq,logFC.W0D3.Unpr.Subq,logFC.W0D7.Unpr.Subq,logFC.W18D0.Unpr.Subq,logFC.W18D1.Unpr.Subq,logFC.W18D3.Unpr.Subq,logFC.W18D7.Unpr.Subq,logFC.W88D0.Unpr.Subq,logFC.W0D1.Prot.Oral,logFC.W0D3.Prot.Oral,logFC.W0D7.Prot.Oral,logFC.W18D0.Prot.Oral,logFC.W18D1.Prot.Oral,logFC.W18D3.Prot.Oral,logFC.W18D7.Prot.Oral,logFC.W88D0.Prot.Oral,logFC.W0D1.Unpr.Oral,logFC.W0D3.Unpr.Oral,logFC.W0D7.Unpr.Oral,logFC.W18D0.Unpr.Oral,logFC.W18D1.Unpr.Oral,logFC.W18D3.Unpr.Oral,logFC.W18D7.Unpr.Oral,logFC.W88D0.Unpr.Oral,Pval.W0D1.Prot.Subq,Pval.W0D3.Prot.Subq,Pval.W0D7.Prot.Subq,Pval.W18D0.Prot.Subq,Pval.W18D1.Prot.Subq,Pval.W18D3.Prot.Subq,Pval.W18D7.Prot.Subq,Pval.W88D0.Prot.Subq,Pval.W0D1.Unpr.Subq,Pval.W0D3.Unpr.Subq,Pval.W0D7.Unpr.Subq,Pval.W18D0.Unpr.Subq,Pval.W18D1.Unpr.Subq,Pval.W18D3.Unpr.Subq,Pval.W18D7.Unpr.Subq,Pval.W88D0.Unpr.Subq,Pval.W0D1.Prot.Oral,Pval.W0D3.Prot.Oral,Pval.W0D7.Prot.Oral,Pval.W18D0.Prot.Oral,Pval.W18D1.Prot.Oral,Pval.W18D3.Prot.Oral,Pval.W18D7.Prot.Oral,Pval.W88D0.Prot.Oral,Pval.W0D1.Unpr.Oral,Pval.W0D3.Unpr.Oral,Pval.W0D7.Unpr.Oral,Pval.W18D0.Unpr.Oral,Pval.W18D1.Unpr.Oral,Pval.W18D3.Unpr.Oral,Pval.W18D7.Unpr.Oral,Pval.W88D0.Unpr.Oral,adjPval.W0D1.Prot.Subq,adjPval.W0D3.Prot.Subq,adjPval.W0D7.Prot.Subq,adjPval.W18D0.Prot.Subq,adjPval.W18D1.Prot.Subq,adjPval.W18D3.Prot.Subq,adjPval.W18D7.Prot.Subq,adjPval.W88D0.Prot.Subq,adjPval.W0D1.Unpr.Subq,adjPval.W0D3.Unpr.Subq,adjPval.W0D7.Unpr.Subq,adjPval.W18D0.Unpr.Subq,adjPval.W18D1.Unpr.Subq,adjPval.W18D3.Unpr.Subq,adjPval.W18D7.Unpr.Subq,adjPval.W88D0.Unpr.Subq,adjPval.W0D1.Prot.Oral,adjPval.W0D3.Prot.Oral,adjPval.W0D7.Prot.Oral,adjPval.W18D0.Prot.Oral,adjPval.W18D1.Prot.Oral,adjPval.W18D3.Prot.Oral,adjPval.W18D7.Prot.Oral,adjPval.W88D0.Prot.Oral,adjPval.W0D1.Unpr.Oral,adjPval.W0D3.Unpr.Oral,adjPval.W0D7.Unpr.Oral,adjPval.W18D0.Unpr.Oral,adjPval.W18D1.Unpr.Oral,adjPval.W18D3.Unpr.Oral,adjPval.W18D7.Unpr.Oral,adjPval.W88D0.Unpr.Oral
ENSMMUG00000007880,ENSG00000120690,ELF1,0.4465,0.4372,0.1571,0.4674,0.1835,0.5308,0.1394,0.3544,0.4248,-0.1196,-0.0546,0.3382,0.2301,0.4238,-0.1249,0.1031,0.6924,0.6123,0.2309,0.1737,0.1596,0.1367,0.4173,0.1264,0.52,0.4388,-0.1838,0.01783,-0.1183,-0.1777,-0.02309,-0.1441,0.000446,0.001387,0.2011,0.0002178,0.1506,3.117e-05,0.2712,0.008749,0.004259,0.3632,0.7056,0.01059,0.1388,0.001688,0.3902,0.4804,1.225e-08,1.61e-07,0.03468,0.123,0.1444,0.2399,0.0001872,0.2733,0.0003835,0.00147,0.1637,0.8971,0.3653,0.1746,0.8626,0.3782,0.009934,0.0105,0.4131,0.008794,0.6027,0.0009526,0.6298,0.03187,0.0647,0.7404,0.9407,0.2088,0.5519,0.0196,0.5863,0.8428,2.38e-07,1.399e-06,0.08852,0.2436,0.2733,0.4802,0.001095,0.4274,0.004445,0.005465,0.3285,0.9401,0.776,0.398,0.9211,0.6943
ENSMMUG00000007911,ENSG00000111897,SERINC1,0.5878,0.7633,0.4381,0.6607,-0.09111,0.5971,-0.2272,0.6782,0.3212,-0.227,-0.1539,0.3411,-0.19,0.2456,-0.6399,-0.02548,0.7244,0.794,0.451,0.6238,0.436,0.3502,0.6629,0.5229,0.5056,0.5816,-0.05815,0.5469,0.1206,-0.07637,0.2371,0.135,0.004802,0.0007323,0.03207,0.001539,0.6599,0.003929,0.2715,0.002579,0.1871,0.2986,0.523,0.1182,0.4506,0.2634,0.007356,0.9165,0.0001255,1.946e-05,0.01069,0.0008739,0.01406,0.06302,0.0002415,0.005901,0.03066,0.009172,0.7859,0.01772,0.5719,0.7189,0.2774,0.6167,0.03145,0.007494,0.1538,0.01925,0.9192,0.0132,0.6302,0.01413,0.4071,0.7051,0.8818,0.4103,0.8129,0.4113,0.09353,0.9814,0.0004826,6.772e-05,0.03819,0.011,0.06799,0.2739,0.001305,0.02875,0.07398,0.02272,0.8767,0.08218,0.8723,0.8482,0.455,0.8491
ENSMMUG00000008028,ENSG00000147459,DOCK5,0.6519,0.4562,-0.03164,0.5169,0.1667,0.5961,0.2081,0.8439,0.6893,-0.03082,-0.1985,0.2779,0.4315,0.423,0.04766,0.35,1.642,1.007,-0.01332,0.4637,0.563,0.2678,0.5573,0.4558,0.7651,0.002636,-0.9077,-0.5049,-0.2961,-0.8306,-0.5847,-0.1721,0.004947,0.0661,0.8886,0.02353,0.4795,0.009338,0.3765,0.0008111,0.0108,0.8979,0.4556,0.2474,0.1336,0.07987,0.8597,0.1949,3.521e-13,1.029e-06,0.9457,0.02279,0.004594,0.2043,0.004841,0.03138,0.003787,0.9913,0.0002148,0.04677,0.2177,0.0006807,0.01562,0.5676,0.03182,0.1341,0.9432,0.07256,0.8531,0.02436,0.711,0.006442,0.09459,0.9701,0.8518,0.5327,0.5473,0.1855,0.9221,0.606,1.129e-10,5.984e-06,0.9653,0.0764,0.04056,0.4445,0.01167,0.09324,0.01748,0.9933,0.002347,0.1447,0.6772,0.009903,0.06701,0.8194
ENSMMUG00000008040,ENSG00000102524,TNFSF13B,1.361,1.072,0.3812,0.4765,1.084,0.9962,-0.1385,0.8633,1.214,0.1564,-0.1014,0.4034,0.793,0.6431,-0.5541,0.03375,0.8343,0.8045,0.1101,0.6855,0.6193,0.333,0.524,0.7127,0.2438,0.1396,-0.745,-0.04453,-0.1683,-0.5464,-0.4163,-0.1764,2.01e-07,0.0001463,0.1442,0.0659,5.488e-05,0.0001224,0.621,0.002349,0.0001059,0.5807,0.7504,0.1635,0.01951,0.02298,0.09186,0.9142,0.0007254,0.0006137,0.6506,0.005639,0.009272,0.2043,0.02948,0.006018,0.4234,0.6277,0.01403,0.8862,0.5702,0.06903,0.1588,0.6313,5.442e-05,0.004201,0.341,0.1403,0.002718,0.001871,0.862,0.01327,0.01001,0.8501,0.9494,0.456,0.2391,0.08614,0.2706,0.9806,0.002109,0.001336,0.7465,0.03124,0.05574,0.4445,0.05102,0.02914,0.5279,0.6985,0.06014,0.9332,0.8718,0.2255,0.3114,0.8561
ENSMMUG00000008070,ENSG00000163872,YEATS2,0.3126,0.4087,0.1881,0.2749,0.1512,0.4244,0.09306,0.1281,0.4119,0.05202,0.07711,0.3324,0.2408,0.437,-0.1133,0.05943,0.6146,0.6452,0.3117,0.2266,0.1941,0.1333,0.4114,0.0824,0.53,0.3752,0.09137,0.05736,-0.01283,-0.09146,0.009462,0.0587,0.001942,0.0002154,0.0604,0.006291,0.1458,3.141e-05,0.3712,0.2418,0.0005413,0.622,0.5116,0.001932,0.0588,4.93e-05,0.3354,0.6131,8.001e-11,3.267e-12,0.0003902,0.01204,0.02594,0.1547,3.865e-06,0.3802,4.073e-06,0.0004903,0.3906,0.6097,0.9043,0.3919,0.9291,0.6606,0.02017,0.004703,0.2143,0.03547,0.5957,0.0009526,0.7073,0.3579,0.02411,0.8659,0.8738,0.1118,0.3904,0.002567,0.5393,0.9024,5.297e-09,1.289e-09,0.004025,0.05034,0.09479,0.39,0.0001431,0.5374,0.0003007,0.002361,0.5742,0.7491,0.9781,0.625,0.9607,0.8696
ENSMMUG00000008098,ENSG00000115464,USP34,0.3764,0.415,0.2652,0.4249,-0.08104,0.422,0.07683,0.5067,0.284,-0.09737,0.02734,0.2719,0.1025,0.3013,-0.2665,0.3277,0.6583,0.6296,0.3043,0.3461,0.2364,0.2837,0.4648,0.3762,0.4926,0.3829,-0.04353,0.1029,-0.0003483,-0.1489,0.04023,0.1333,0.003633,0.003082,0.0374,0.001,0.5345,0.001077,0.5559,0.0003426,0.05951,0.4697,0.8542,0.04368,0.5198,0.02687,0.07461,0.03059,5.94e-08,1.089e-07,0.006399,0.002826,0.03433,0.01757,4.421e-05,0.001753,0.0008604,0.005966,0.7468,0.469,0.9979,0.2677,0.7677,0.4301,0.02737,0.01681,0.165,0.01684,0.8753,0.005894,0.8333,0.003737,0.2178,0.8008,0.9759,0.3032,0.8479,0.09469,0.2456,0.2468,8.595e-07,1.031e-06,0.02672,0.02057,0.1116,0.1798,0.0004716,0.01196,0.007059,0.01625,0.8498,0.6374,0.9993,0.5077,0.8615,0.7343
ENSMMUG00000008102,ENSG00000155729,KCTD18,0.5091,0.7324,0.5244,0.3627,-0.0618,0.5993,0.1135,0.3541,0.3932,0.03932,0.3257,0.3037,-0.03275,0.4489,-0.3243,0.1037,0.3682,0.6972,0.5513,0.1953,0.3199,0.2053,0.4627,0.2481,0.4933,0.6644,0.2636,0.1231,0.06693,0.01287,0.09584,-0.1715,4.511e-05,1.216e-07,2.851e-05,0.003679,0.643,2.095e-06,0.3923,0.009766,0.006421,0.7604,0.02476,0.02121,0.8386,0.0005988,0.02925,0.4747,0.0009488,2.178e-10,5.144e-07,0.08205,0.003044,0.08239,2.447e-05,0.03805,0.0005475,1.091e-06,0.05054,0.3976,0.6259,0.9254,0.4755,0.3105,0.00263,0.0001951,0.0112,0.02759,0.914,0.0002041,0.7231,0.03454,0.07522,0.9226,0.457,0.2571,0.9605,0.01107,0.1647,0.8405,0.002639,1.389e-08,3.369e-05,0.1821,0.03344,0.3032,0.0003549,0.1068,0.005454,4.065e-05,0.1498,0.5769,0.8923,0.9632,0.645,0.637
ENSMMUG00000008104,ENSG00000068878,PSME4,0.3932,0.3692,0.2654,0.4605,0.199,0.4869,0.2903,0.4373,0.2374,-0.1195,-0.03171,0.3049,0.1771,0.3477,-0.01926,0.2433,0.4555,0.4903,0.4015,0.3122,0.2494,0.2378,0.4017,0.3468,0.3004,0.286,0.0966,0.2037,0.06831,-0.06508,0.1178,0.179,0.001119,0.004799,0.02662,0.0001447,0.1091,6.039e-05,0.01986,0.000938,0.0912,0.3449,0.8214,0.01671,0.2432,0.006321,0.8911,0.08381,3.051e-05,4.18e-06,0.0001358,0.003882,0.01678,0.0343,0.0001392,0.002126,0.02516,0.02438,0.4452,0.1278,0.5897,0.6077,0.3529,0.2582,0.01532,0.02225,0.1401,0.007502,0.5392,0.001282,0.1739,0.007094,0.2757,0.7315,0.9669,0.2378,0.6627,0.04092,0.9416,0.4207,0.0001508,1.895e-05,0.001942,0.02494,0.07475,0.2207,0.0009006,0.01381,0.06411,0.05052,0.6192,0.2766,0.8804,0.7825,0.5326,0.5864
ENSMMUG00000008123,ENSG00000124215,CDH26,0.3515,0.5552,0.3734,0.5568,-0.09021,0.2071,-0.4033,0.6403,0.3482,-0.2591,0.02271,0.2052,0.2049,-0.0588,-0.8228,0.006876,0.4857,0.4569,0.1075,0.8071,0.4943,0.4233,0.6247,0.1053,-0.5237,-0.495,-0.6355,0.08882,-0.0748,-0.5906,-0.3092,-0.1674,0.1136,0.02326,0.09799,0.01334,0.7083,0.3669,0.1169,0.009504,0.2003,0.2908,0.9337,0.404,0.4983,0.8125,0.00541,0.9796,0.0343,0.03239,0.6297,0.0002664,0.02018,0.07662,0.004033,0.6649,0.05506,0.05358,0.01664,0.7346,0.7703,0.02445,0.2219,0.6178,0.2103,0.06435,0.2766,0.05224,0.9358,0.4555,0.4361,0.03393,0.422,0.7032,0.9897,0.6513,0.8403,0.8783,0.08563,0.9948,0.05732,0.04682,0.7286,0.006302,0.08311,0.2943,0.01015,0.7801,0.113,0.09546,0.06826,0.8349,0.9414,0.114,0.3907,0.8492
ENSMMUG00000008126,ENSG00000006459,KDM7A,0.7851,0.8779,0.3262,0.6522,0.1357,0.8641,-0.009997,0.9864,0.7529,-0.117,-0.1636,0.5215,0.152,0.5583,-0.266,0.3697,1.353,1.171,0.3154,0.5223,0.3918,0.3219,0.831,0.634,0.8527,0.4936,-0.3034,0.0616,-0.2015,-0.5804,-0.1077,0.1913,0.0009477,0.0007217,0.1773,0.006086,0.5904,0.0003011,0.9687,0.0001717,0.006775,0.6418,0.5667,0.03997,0.6284,0.02556,0.3545,0.1815,7.937e-10,2.945e-08,0.1357,0.01601,0.06142,0.1645,8.183e-05,0.005181,0.001331,0.04942,0.2432,0.8201,0.4393,0.02823,0.6708,0.5501,0.01444,0.007427,0.3841,0.03486,0.8946,0.002978,0.9892,0.002356,0.07667,0.8757,0.8956,0.2969,0.8921,0.09221,0.5543,0.5911,2.787e-08,3.99e-07,0.2386,0.06029,0.1577,0.4012,0.0006654,0.02602,0.00911,0.08944,0.4247,0.8913,0.8152,0.1254,0.7965,0.8077
ENSMMUG00000008156,ENSG00000116815,CD58,0.4882,0.5986,0.423,0.3985,-0.2146,0.4526,0.01663,0.7053,0.2991,-0.3422,-0.218,0.1446,-0.347,0.1253,-0.5749,0.1158,0.3665,0.664,0.2575,0.5825,0.3144,0.2913,0.6534,0.7191,0.2367,0.2334,-0.176,0.4028,0.06312,-0.2644,0.07903,0.363,0.01646,0.007191,0.03814,0.05037,0.3256,0.02661,0.9388,0.001654,0.2114,0.1149,0.366,0.505,0.2034,0.5612,0.02127,0.628,0.04863,0.0002417,0.1533,0.001775,0.08045,0.1369,0.0003206,0.0002363,0.3048,0.2833,0.4251,0.08074,0.7747,0.2327,0.7164,0.1786,0.06129,0.0287,0.1665,0.1168,0.7716,0.05414,0.9811,0.0104,0.4348,0.5624,0.7996,0.7231,0.6283,0.6929,0.1447,0.9098,0.0775,0.0005908,0.261,0.01575,0.1863,0.372,0.001567,0.002716,0.4096,0.3693,0.6036,0.2049,0.9423,0.4716,0.8268,0.4943
ENSMMUG00000008172,ENSG00000161813,LARP4,0.8292,0.8471,0.3617,0.7903,0.1552,0.9766,0.4187,0.8505,0.5186,-0.2517,-0.05625,0.3893,-0.08055,0.5776,-0.1071,0.3353,0.7728,1.038,0.2337,0.381,0.3864,0.1762,0.609,0.2368,0.89,0.838,0.1029,0.3918,0.07948,0.1515,0.3891,0.1378,0.0001108,0.0003914,0.09959,0.000281,0.5046,7.00E-06,0.06932,0.0003035,0.04118,0.2833,0.832,0.0965,0.7821,0.01174,0.6811,0.1896,9.666e-05,4.69e-08,0.2363,0.06051,0.04705,0.4125,0.001774,0.2731,0.0003948,0.0003698,0.6777,0.1323,0.7489,0.543,0.1052,0.6519,0.004635,0.005724,0.2787,0.009726,0.8627,0.0004222,0.34,0.003417,0.1812,0.7009,0.9705,0.3904,0.943,0.05896,0.8108,0.6,0.0003898,5.641e-07,0.359,0.1477,0.1339,0.6341,0.005387,0.4273,0.004508,0.001887,0.8007,0.2831,0.9341,0.7392,0.2351,0.8657
ENSMMUG00000008182,ENSG00000168438,CDC40,0.3697,0.5618,0.3813,0.3592,-0.09515,0.5087,-0.06861,0.3367,0.3159,-0.09622,0.07435,0.2904,-0.03582,0.4473,-0.5663,0.01256,0.5239,0.7735,0.4993,0.4895,0.4078,0.4156,0.6649,0.3463,0.3999,0.5328,0.05505,0.3302,0.1016,0.06786,0.2909,-0.09924,0.02095,0.001527,0.01827,0.02585,0.5787,0.001593,0.6899,0.05625,0.09765,0.5736,0.6962,0.09425,0.8658,0.008642,0.004064,0.9475,0.000329,5.205e-08,0.0004424,0.000822,0.003843,0.006703,3.263e-06,0.02541,0.02741,0.001847,0.7501,0.07258,0.5604,0.6973,0.08888,0.6478,0.07022,0.01111,0.1164,0.07635,0.8939,0.007371,0.8955,0.1227,0.2864,0.8464,0.9394,0.3872,0.9682,0.04956,0.07641,0.9883,0.001081,6.115e-07,0.0044,0.0107,0.03737,0.1307,0.0001373,0.08043,0.06804,0.00653,0.8522,0.192,0.8676,0.8344,0.2104,0.8639
ENSMMUG00000008196,ENSG00000122729,ACO1,-0.218,-0.3381,-0.1225,-0.0766,0.132,0.05113,0.2919,-0.367,-0.3115,0.05264,-0.1043,-0.01266,0.1789,0.07266,0.3666,0.04298,-0.3781,-0.3367,0.07803,-0.2989,-0.08368,0.001643,-0.2983,-0.4485,-0.1181,-0.04623,0.1853,0.04895,0.09787,0.2746,0.1589,-0.03512,0.06365,0.008315,0.2941,0.5119,0.2765,0.6609,0.01618,0.00458,0.02964,0.677,0.4602,0.9207,0.2367,0.5649,0.008317,0.7611,0.0005436,0.001088,0.4419,0.005526,0.4088,0.988,0.003993,0.0001073,0.3759,0.7135,0.1382,0.7145,0.438,0.02936,0.2052,0.8271,0.141,0.0317,0.5147,0.6205,0.7417,0.7304,0.1552,0.02063,0.1546,0.8905,0.8534,0.9638,0.6572,0.6962,0.09911,0.9493,0.001653,0.002209,0.5672,0.03077,0.5549,0.9967,0.01007,0.001459,0.4833,0.7707,0.2939,0.822,0.8142,0.1292,0.3707,0.9401
ENSMMUG00000008205,ENSG00000154001,PPP2R5E,0.5562,0.7937,0.5406,0.6145,0.03323,0.8081,0.283,0.5626,0.2833,-0.1776,0.006383,0.4034,-0.08666,0.5147,-0.3357,0.1246,0.6961,0.9208,0.4865,0.4163,0.464,0.315,0.6636,0.4064,0.7701,0.7604,0.1503,0.471,0.1631,0.06879,0.3611,0.03249,0.003876,0.0002054,0.005477,0.001528,0.8703,3.359e-05,0.1654,0.007625,0.2143,0.3878,0.9778,0.05169,0.7313,0.01195,0.1445,0.5863,5.63e-05,3.863e-08,0.003994,0.01664,0.005635,0.08426,8.568e-05,0.02644,0.0004051,0.0002137,0.47,0.03325,0.4368,0.7431,0.07982,0.8999,0.02828,0.004624,0.07241,0.01917,0.9769,0.0009852,0.508,0.02897,0.4384,0.7572,0.9969,0.3192,0.9285,0.05969,0.3422,0.8948,0.0002519,4.867e-07,0.01922,0.06175,0.04438,0.3059,0.0006787,0.08266,0.004587,0.001268,0.6402,0.117,0.8134,0.8644,0.1948,0.9677
ENSMMUG00000008248,ENSG00000143891,GALM,-0.3437,-0.3936,-0.1895,-0.2879,-0.1378,-0.394,0.1929,-0.2296,-0.3726,-0.003578,-0.08275,-0.1161,-0.1015,-0.2332,0.3176,-0.01755,-0.3464,-0.3603,-0.102,-0.3558,-0.3116,-0.1445,-0.2016,-0.1194,-0.2174,-0.06778,0.09632,-0.1075,0.03656,0.2275,0.01917,0.1678,0.0009815,0.0005032,0.06453,0.005676,0.1995,0.0001864,0.06547,0.04036,0.002679,0.9738,0.5004,0.2971,0.4443,0.03598,0.008248,0.8862,0.0002584,6.186e-05,0.2482,0.0001794,0.0005347,0.1314,0.02413,0.2176,0.06603,0.5409,0.3815,0.3622,0.7433,0.04034,0.8613,0.2297,0.01453,0.006398,0.2214,0.0337,0.6709,0.002331,0.3304,0.09578,0.05398,0.9933,0.8703,0.5751,0.8077,0.1126,0.09902,0.9753,0.0008823,0.0001803,0.3725,0.005285,0.01464,0.3653,0.04307,0.3651,0.1292,0.621,0.5652,0.5427,0.9321,0.1582,0.9203,0.5563
ENSMMUG00000008268,ENSG00000095787,WAC,0.2699,0.08088,0.0576,0.3798,-0.1199,0.271,0.004021,0.623,0.03301,-0.3609,-0.308,0.05027,-0.09447,-0.01518,-0.3065,0.2561,0.6758,0.4678,0.1322,0.241,0.1564,0.1038,0.3926,0.5283,0.2862,0.1486,-0.3617,0.08716,0.00364,-0.3015,-0.04695,0.2673,0.04374,0.575,0.6622,0.004806,0.3775,0.04216,0.9764,3.02e-05,0.8343,0.01125,0.04961,0.7228,0.5682,0.9151,0.04936,0.1093,9.343e-08,9.588e-05,0.2542,0.04651,0.1807,0.4013,0.0009118,4.156e-05,0.06096,0.3014,0.01129,0.563,0.9795,0.03378,0.743,0.1383,0.1105,0.6643,0.8139,0.03085,0.8032,0.07779,0.9915,0.0007144,0.9092,0.2828,0.5131,0.856,0.8683,0.9481,0.2056,0.4776,1.262e-06,0.0002629,0.379,0.124,0.3174,0.6258,0.003292,0.0007101,0.1217,0.3888,0.05098,0.7149,0.9943,0.1412,0.8443,0.441
ENSMMUG00000008281,ENSG00000197724,PHF2,0.2283,0.2712,0.1141,0.1502,0.06007,0.2326,0.1246,0.6025,0.2846,0.03284,0.1992,0.1613,-0.02331,0.2406,0.09392,0.4935,0.5333,0.4402,0.009607,0.1413,0.1519,0.02715,0.2721,0.3479,0.3226,-0.08456,-0.1169,-0.3238,-0.4401,-0.3922,-0.1567,0.01226,0.07562,0.0541,0.3797,0.2495,0.6594,0.0737,0.3592,2.616e-05,0.06456,0.8129,0.2017,0.2537,0.8905,0.08433,0.5431,0.001322,5.284e-06,8.34e-05,0.9322,0.2285,0.1775,0.8249,0.01585,0.004664,0.02508,0.5373,0.4029,0.02979,0.00199,0.005768,0.257,0.9437,0.1586,0.1166,0.5993,0.3664,0.9191,0.122,0.6989,0.0006574,0.2276,0.9404,0.7127,0.5377,0.9744,0.1922,0.7105,0.03593,3.576e-05,0.000233,0.9561,0.376,0.3137,0.9115,0.03023,0.02424,0.06403,0.618,0.5846,0.1101,0.1063,0.04246,0.4321,0.9838
ENSMMUG00000008287,ENSG00000115211,EIF2B4,-0.3017,-0.3302,-0.1339,-0.3611,-0.08399,-0.4192,-0.146,-0.5066,-0.3104,0.08335,-0.006552,-0.2185,-0.1173,-0.329,0.06519,-0.08193,-0.4869,-0.5369,-0.1417,-0.2287,-0.1878,-0.1511,-0.3631,-0.1475,-0.2455,-0.2676,0.1542,-0.007999,0.1727,0.2157,0.06299,0.2243,0.001947,0.001824,0.1622,0.0002463,0.4014,2.616e-05,0.1426,3.34e-06,0.007141,0.4143,0.9542,0.03691,0.337,0.001687,0.5645,0.4764,1.003e-07,1.19e-09,0.08972,0.009048,0.02485,0.09458,2.433e-05,0.1041,0.02629,0.01072,0.1348,0.9418,0.09596,0.03719,0.5418,0.08225,0.0202,0.01244,0.3656,0.009261,0.8205,0.0008704,0.4762,0.0001596,0.07838,0.7728,0.9918,0.29,0.7403,0.0196,0.7264,0.8409,1.334e-06,4.302e-08,0.1764,0.04161,0.09219,0.32,0.0003549,0.2186,0.06594,0.0257,0.2898,0.9671,0.535,0.1499,0.7001,0.3442
ENSMMUG00000008293,ENSG00000115241,PPM1G,-0.3108,-0.4744,-0.2661,-0.1344,0.1832,-0.2285,0.2376,-0.4035,-0.3657,0.09329,-0.1113,-0.2146,0.1828,-0.2234,0.3644,-0.01368,-0.548,-0.7276,-0.2311,-0.5663,-0.4201,-0.3046,-0.5681,-0.3439,-0.3237,-0.3787,0.02538,-0.2966,-0.002517,0.07151,-0.1158,0.1117,0.01594,0.0008361,0.03881,0.2933,0.17,0.07489,0.07799,0.00431,0.01625,0.4933,0.4596,0.1141,0.2621,0.1007,0.01823,0.9274,3.802e-06,7.606e-10,0.04049,1.909e-06,0.0002437,0.01215,8.915e-07,0.004588,0.02555,0.005935,0.8533,0.04025,0.9853,0.6012,0.3989,0.512,0.06025,0.008002,0.1684,0.4132,0.6332,0.1235,0.3614,0.01983,0.1158,0.8109,0.8534,0.4072,0.6793,0.216,0.1347,0.9843,2.702e-05,3.183e-08,0.09868,0.0005409,0.009864,0.1618,8.596e-05,0.02397,0.06489,0.01619,0.9202,0.1322,0.996,0.7789,0.5765,0.7877
ENSMMUG00000008295,ENSG00000158122,PRXL2C,0.3151,0.5454,0.4689,0.4837,0.04914,0.6245,0.02452,0.7123,0.2144,-0.2055,-0.01632,0.4696,0.05065,0.4061,-0.549,0.4145,0.4123,0.7296,0.5315,0.2336,0.2514,0.1954,0.4702,0.5432,0.5654,0.4754,0.345,0.3297,-0.1288,0.0275,0.2783,0.2872,0.06584,0.003937,0.006715,0.004658,0.7885,0.0002821,0.895,0.0001372,0.2907,0.2658,0.9367,0.01133,0.823,0.02551,0.01005,0.03947,0.006668,7.063e-07,0.0003258,0.1277,0.09156,0.23,0.001521,0.0007673,0.003613,0.009744,0.0645,0.1019,0.5041,0.8857,0.134,0.1991,0.1443,0.01971,0.07667,0.03058,0.9561,0.002879,0.9669,0.002016,0.5196,0.6909,0.9905,0.2135,0.9559,0.09214,0.1073,0.29,0.01383,4.435e-06,0.003576,0.2497,0.2031,0.4708,0.004798,0.006546,0.01694,0.02382,0.177,0.2374,0.8449,0.9434,0.2774,0.5215
ENSMMUG00000008311,ENSG00000169018,FEM1B,0.3154,0.2511,0.2577,0.08752,-0.2766,0.5216,-0.09713,0.9139,-0.1495,-0.8601,-0.2015,-0.1425,-0.3961,-0.2424,-0.5499,-0.1241,0.6992,0.788,0.5262,0.272,0.02821,0.1144,0.4698,0.4974,0.3606,0.3608,0.1909,0.06149,-0.1498,0.1211,0.2663,0.3656,0.1717,0.3283,0.2675,0.7094,0.278,0.02531,0.6994,0.0003319,0.5727,0.0005349,0.4492,0.5611,0.203,0.3111,0.0442,0.6354,0.000855,7.657e-05,0.009231,0.1953,0.8906,0.6012,0.01997,0.02472,0.171,0.149,0.4558,0.8256,0.5739,0.6433,0.2953,0.2373,0.2849,0.435,0.4889,0.7872,0.7434,0.05202,0.8996,0.003657,0.748,0.04974,0.8495,0.7592,0.628,0.4615,0.1948,0.9128,0.002421,0.0002165,0.03462,0.3385,0.9291,0.7752,0.03677,0.0788,0.2642,0.2194,0.6287,0.8945,0.8732,0.8039,0.4736,0.5636
ENSMMUG00000008318,ENSG00000155508,CNOT8,0.2821,0.2604,0.0937,0.2977,-0.01092,0.2793,-0.03719,0.4471,0.06331,-0.1461,-0.2099,0.1653,0.02391,0.0416,-0.2935,0.02155,0.5346,0.4811,0.0641,0.1423,0.1882,0.09065,0.2523,0.2907,0.1767,0.101,-0.3872,-0.02552,-0.06399,-0.3672,-0.2315,-0.09025,0.01399,0.03655,0.411,0.009426,0.9266,0.01483,0.7533,0.0004111,0.6358,0.2267,0.1194,0.1722,0.8688,0.7297,0.03063,0.8722,4.002e-07,2.496e-06,0.5157,0.1637,0.05749,0.3952,0.01121,0.006714,0.1664,0.4035,0.001576,0.8413,0.5964,0.002714,0.05641,0.5507,0.0562,0.08792,0.6273,0.04361,0.987,0.03443,0.9218,0.004174,0.7896,0.6676,0.6281,0.4657,0.9688,0.8215,0.1679,0.9732,4.167e-06,1.236e-05,0.6328,0.2982,0.1515,0.6204,0.02287,0.03137,0.2587,0.4934,0.0113,0.9036,0.8825,0.02518,0.1553,0.8078
